Portal,Título,Resumo,Data,URL
Joven Pan,Primeira quinzena de novembro deve ter chuva forte por quase todo Brasil,"Precipitações estão concentradas principalmente nas regiões Sudeste, Centro-Oeste e Norte",2024-10-30 09:01:03,https://jovempan.com.br/programas/jornal-da-manha/primeira-quinzena-de-novembro-deve-ter-chuva-forte-por-quase-todo-brasil.html
Joven Pan,Capitais de Estados do Sudeste ultrapassam média de chuva para outubro,"Em São Paulo, a média de 127 mm foi superada com um registro de 174 mm; já Belo Horizonte impressiona com 325 mm, muito acima do esperado, de 110 mm",2024-10-29 08:05:00,https://jovempan.com.br/programas/jornal-da-manha/capitais-de-estados-do-sudeste-ultrapassam-media-de-chuva-para-outubro.html
Joven Pan,Número de mortes pela chuva no interior de São Paulo sobe para seis,"O temporal no interior ainda deixou vítimas nas cidades de Campinas, Itapira, Itapeva, Itu e Jundiaí; há ainda uma pessoa desaparecida em Jandira",2024-10-28 09:04:08,https://jovempan.com.br/noticias/brasil/numero-de-mortes-pela-chuva-no-interior-de-sao-paulo-sobe-para-seis.html
Joven Pan,"Temporal provoca alagamento, queda de árvores e falta de luz em Belo Horizonte","Segundo a Defesa Civil, em duas horas, choveu mais que o esperado para o mês inteiro em algumas regiões; a Cemig disse que está atuando com um reforço de equipes para normalizar a situação",2024-10-27 16:00:02,https://jovempan.com.br/noticias/brasil/temporal-provoca-alagamento-queda-de-arvores-e-falta-de-luz-em-belo-horizonte.html
Joven Pan,Lula assina novo acordo de R$ 170 bilhões para tragédia de Mariana,"Após um longo período de negociações que durou dois anos, ficou definido que R$ 100 bilhões serão alocados para novos pagamentos ao longo de 20 anos",2024-10-25 13:03:09,https://jovempan.com.br/noticias/brasil/lula-assina-novo-acordo-de-r-170-bilhoes-para-tragedia-de-mariana.html
Joven Pan,CGE emite alerta para temporal e risco de alagamentos em São Paulo,"Segundo o órgão, novas instabilidades associadas a passagem de uma frente fria, devem provocar chuvas fortes na capital durante as próximas horas",2024-10-25 07:05:04,https://jovempan.com.br/noticias/brasil/cge-emite-alerta-para-temporal-e-risco-de-alagamentos-em-sao-paulo.html
Joven Pan,São Paulo entra em estado de atenção para alagamentos após chuva forte,"De acordo com o CGE, o tempo deve seguir instável ao longo da noite, com possíveis rajadas de vento e descargas elétricas; 36 mil clientes estavam sem energia na capital paulista por volta das 21h",2024-10-24 21:02:07,https://jovempan.com.br/noticias/brasil/sao-paulo-entra-em-estado-de-atencao-para-alagamentos-apos-chuva-forte.html
Joven Pan,"São Paulo tem risco de desabamentos e alagamentos até sexta-feira, segundo Defesa Civil","Efeitos da tempestade desta quarta-feira (23) já são visíveis, com cerca de 36 mil imóveis sem energia em 24 municípios atendidos pela Enel; capital paulista foi a mais afetada, com 26.418 pontos sem eletricidade",2024-10-24 09:02:09,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-tem-risco-de-desabamentos-e-alagamentos-ate-sexta-feira-segundo-defesa-civil.html
Joven Pan,"Grande São Paulo volta a registrar fortes chuvas, quedas de árvores e mais de 71 mil imóveis estão sem energia","Moradores e comerciantes da capital e região metropolitana temem por um novo apagão, semelhante ao provocado pelo forte temporal do dia 11 de outubro",2024-10-23 18:04:05,https://jovempan.com.br/noticias/brasil/sao-paulo-volta-a-registrar-fortes-chuvas-quedas-de-arvores-e-mais-de-71-mil-casas-estao-sem-energia.html
Joven Pan,Chuva atinge grande parte do Brasil nesta semana,"Chegada de frente fria ao sul do país, prevista para a noite desta terça-feira (22), deve se transformar em um ciclone extratropical ao longo da semana",2024-10-22 08:05:01,https://jovempan.com.br/programas/jornal-da-manha/chuva-atinge-grande-parte-do-brasil-nesta-semana.html
Joven Pan,Julgamento da tragédia de Mariana no Reino Unido entra no segundo dia,"Atingidos buscam indenizações de até R$ 267 bilhões; tragédia, ocorrida em novembro de 2015, resultou na morte de 19 pessoas e causou danos ambientais",2024-10-22 07:05:00,https://jovempan.com.br/programas/jornal-da-manha/julgamento-da-tragedia-de-mariana-no-reino-unido-entra-no-segundo-dia.html
Joven Pan,Alerta de chuvas intensas no Rio de Janeiro deixa seis cidades em ‘perigo potencial’,"Municípios afetados incluem Angra dos Reis, Itaguaí, Mangaratiba, Paraty, Resende e Rio Claro",2024-10-21 19:00:01,https://jovempan.com.br/noticias/brasil/alerta-de-chuvas-intensas-no-rio-de-janeiro-deixam-seis-cidades-em-perigo-potencial.html
Joven Pan,Sudeste tem alerta para chuva nesta segunda,"No sul do país, Paraná, Santa Catarina e Rio Grande do Sul, que receberam chuvas volumosas recentemente, devem ter uma diminuição na precipitação, com tempo mais firme",2024-10-21 09:01:02,https://jovempan.com.br/programas/jornal-da-manha/sudeste-tem-alerta-para-chuva-nesta-segunda.html
Joven Pan,Tempo em São Paulo se estabiliza com sol e chuvas isoladas até o fim de semana,"Semana ficará marcada por precipitações esparsas e sol entre nuvens, com temperatura máxima de 32°C e mínima de 15°C",2024-10-21 06:01:05,https://jovempan.com.br/noticias/brasil/tempo-em-sao-paulo-se-estabiliza-com-sol-e-chuvas-isoladas-ate-o-fim-de-semana.html
Joven Pan,"Chuvas voltam a afetar fornecimento de energia, e mais de 80 mil clientes ficam sem luz em SP","Os pedidos seguem o apagão que atingiu a cidade após o temporal de sexta-feira (11), quando mais de 3 milhões de imóveis ficaram sem luz",2024-10-19 14:02:06,https://jovempan.com.br/noticias/brasil/chuvas-voltam-a-afetar-fornecimento-de-energia-e-76-mil-clientes-ficam-sem-luz-em-sp.html
Joven Pan,Vale anuncia acordo de R$ 170 bilhões para reparação do desastre de Mariana,"Montante foi calculado para cobrir tanto as obrigações já existentes quanto as futuras, visando atender as comunidades, indivíduos e o meio ambiente que sofreram com o desastre",2024-10-18 20:04:02,https://jovempan.com.br/noticias/brasil/vale-anuncia-acordo-de-r-170-bilhoes-para-reparacao-do-desastre-de-mariana.html
Joven Pan,Polícia Federal investiga fraudes em verbas de auxílio a vítimas das chuvas no Rio Grande do Sul,"Irregularidades foram realizadas através do aplicativo ‘Caixa Tem’, que é utilizado pela Caixa Econômica para a gestão de pagamentos de serviços sociais",2024-10-18 20:01:00,https://jovempan.com.br/noticias/brasil/policia-federal-investiga-fraudes-em-verbas-de-auxilio-a-vitimas-das-chuvas-no-rio-grande-do-sul.html
Joven Pan,"Ministro de Minas e Energia pede mobilização da Prefeitura, Aneel e Enel contra chuvas em SP","Após alertas climáticos, Alexandre Silveira solicitou que as equipes atuem de forma conjunta para conter os efeitos do temporal previsto para ocorrer entre esta sexta-feira (18) e domingo (20)",2024-10-18 16:03:02,https://jovempan.com.br/noticias/brasil/ministro-de-minas-e-energia-pede-mobilizacao-da-prefeitura-aneel-e-enel-contra-chuvas-em-sp.html
Joven Pan,Coordenador da Defesa Civil traz alertas para chuva e ventos fortes em São Paulo,"Em entrevista para a Jovem Pan, o coronel Henguel Ricardo Pereira diz que foi criado gabinetes de crise no Palácio dos Bandeirantes, Enel e Smart Sampa para garantir uma resposta ágil",2024-10-18 15:00:04,https://jovempan.com.br/programas/jornal-da-manha/coordenador-da-defesa-civil-traz-alertas-para-chuva-e-ventos-fortes-em-sao-paulo.html
Joven Pan,Enel São Paulo diz que restabeleceu energia após chuvas e cumpriu decisão judicial,"Medida determinava a normalização do serviço em um prazo de 24 horas, sob a ameaça de uma multa de R$ 100 mil por hora em caso de descumprimento",2024-10-18 13:04:02,https://jovempan.com.br/noticias/brasil/enel-sao-paulo-diz-que-restabeleceu-energia-apos-chuvas-e-cumpriu-decisao-judicial.html
Joven Pan,Defesa Civil solicita que empresas de energia se preparem para tempestade em São Paulo,Novo alerta para a possibilidade de fortes chuvas fortes com ventos é válido para o período de sexta (18) a domingo (20),2024-10-17 12:05:09,https://jovempan.com.br/noticias/brasil/defesa-civil-solicita-que-empresas-de-energia-se-preparem-para-tempestade-em-sao-paulo.html
Joven Pan,Região Sudeste terá chuva e ventos fortes a partir de sexta,"No sábado (19), um cavado meteorológico e uma baixa pressão especial trarão tempestades e ventos fortes para a região",2024-10-16 10:00:09,https://jovempan.com.br/programas/jornal-da-manha/regiao-sudeste-tera-chuva-e-ventos-fortes-a-partir-de-sexta.html
Joven Pan,Frente fria trará chuva e vento forte para região Centro-Sul até sexta,"Combinação do ar quente da Amazônia com o frio pode resultar em tempestades, especialmente no Sudeste",2024-10-15 11:03:06,https://jovempan.com.br/programas/jornal-da-manha/frente-fria-trara-chuva-e-vento-forte-para-regiao-centro-sul-ate-sexta.html
Joven Pan,Previsão de chuva volta a rondar São Paulo e maior parte do Brasil,"No Nordeste, a previsão indica um aumento nas precipitações em algumas áreas, especialmente no Oeste da Bahia e no Sul do Maranhão e do Piauí",2024-10-14 06:00:04,https://jovempan.com.br/noticias/brasil/previsao-de-chuva-volta-a-rondar-sao-paulo-e-maior-parte-do-brasil.html
Joven Pan,Chuvas deixam sete mortos no Estado de São Paulo,"Mais de 1 milhão de pessoas ficaram sem luz; em Brasília, as chuvas foram recebidas com alívio, após um recorde de mais de 165 dias de seca",2024-10-12 18:00:05,https://jovempan.com.br/noticias/brasil/chuvas-deixam-sete-mortos-no-estado-de-sao-paulo.html
Joven Pan,Chuva forte no estado de São Paulo derruba muro e mata três pessoas em Bauru,"Acidentes também foram registrados em Pederneiras, aonde parte de um posto de combustível em construção colapsou e rede elétrica precisou ser cortada",2024-10-11 23:05:06,https://jovempan.com.br/noticias/brasil/chuva-forte-no-estado-de-sao-paulo-derruba-muro-e-mata-tres-pessoas-em-bauru.html
Joven Pan,Chuvas intensas atingirão 17 estados brasileiros até o fim de semana,"Previsão para o mês de outubro indica que as precipitações devem se intensificar em diversas áreas do Brasil, com acumulados que podem ultrapassar 200mm em algumas localidades do Sul",2024-10-11 07:02:01,https://jovempan.com.br/noticias/brasil/chuvas-intensas-atingirao-17-estados-brasileiros-ate-o-fim-de-semana.html
Joven Pan,Procon-SP emite alerta aos consumidores com viagem marcada para áreas afetadas pelo furacão Milton,"Orientação é que, antes de se dirigirem ao aeroporto, os passageiros entrem em contato com suas companhias aéreas para verificar a situação dos voos",2024-10-10 10:00:03,https://jovempan.com.br/programas/jornal-da-manha/procon-sp-emite-alerta-aos-consumidores-com-viagem-marcada-para-areas-afetadas-pelo-furacao-milton.html
Joven Pan,Defesa Civil alerta para chuva forte e rajada de vento em São Paulo nesta quinta,"Combinação de fatores meteorológicos, como um sistema de baixa pressão atmosférica e a umidade proveniente da Amazônia, contribui para a instabilidade climática",2024-10-10 09:02:09,https://jovempan.com.br/programas/jornal-da-manha/defesa-civil-alerta-para-chuva-forte-e-rajada-de-vento-em-sao-paulo-nesta-quinta.html
Joven Pan,Furacão Milton causa cancelamento de voos de companhias aéreas brasileiras,"Para amenizar os transtornos, a companhia aérea anunciou a criação de voos extras para o dia 12 de outubro",2024-10-09 17:04:04,https://jovempan.com.br/noticias/brasil/furacao-milton-causa-cancelamento-de-voos-de-companhias-aereas-brasileiras.html
Joven Pan,"Após queimadas, brigadistas florestais lutam por regulamentação e melhores condições de trabalho","Projeto de lei na Câmara dos Deputados propõe a inclusão de assistência médica, psicológica e seguro de vida para os profissionais, em resposta ao aumento da demanda gerada pela crise climática",2024-10-08 06:00:05,https://jovempan.com.br/noticias/brasil/apos-queimadas-brigadistas-florestais-lutam-por-regulamentacao-e-melhores-condicoes-de-trabalho.html
Joven Pan,Região Centro-Sul terá acumulado de chuva para esta semana,"No centro-oeste, as chuvas variam entre 25 e 40 mm, afetando principalmente áreas de Mato Grosso, enquanto Brasília e Goiânia permanecem sem precipitações",2024-10-07 10:01:08,https://jovempan.com.br/programas/jornal-da-manha/regiao-centro-sul-tera-acumulado-de-chuva-para-esta-semana.html
Joven Pan,Polícia Federal prende suspeitos de incêndios e queimadas ilegais,"Até a semana anterior, PF havia aberto 85 inquéritos, mas não havia realizado detenções; no estado do Pará, três pessoas foram detidas por participação em invasões de terras públicas",2024-10-02 05:05:01,https://jovempan.com.br/noticias/brasil/policia-federal-prende-suspeitos-de-incendios-e-queimadas-ilegais.html
Joven Pan,Defesa Civil de São Paulo alerta para risco de queimadas até quarta,"Para combater os incêndios, Estado conta com cerca de 15 mil agentes e 20 aeronaves",2024-10-01 08:03:06,https://jovempan.com.br/programas/jornal-da-manha/defesa-civil-de-sao-paulo-alerta-para-risco-de-queimadas-ate-quarta.html
Joven Pan,"São Paulo reabre 69 parques, incluindo o Cantareira, após interdição por risco de queimadas","Atividades de ecoturismo só poderão ser feitas desde que não haja risco ao visitante no dia, por isso, é importante consultar o parque antes sobre o funcionamento, caso este seja o objetivo da visita",2024-09-28 11:00:01,https://jovempan.com.br/noticias/brasil/sao-paulo-reabre-69-parques-incluindo-o-cantareira-apos-interdicao-por-risco-de-queimadas.html
Joven Pan,"Inmet alerta para tempestades e granizo em São Paulo, Minas Gerais e Rio de Janeiro","Embora a capital paulista não esteja sob este alerta específico, há um aviso para chuvas intensas na região",2024-09-27 23:01:05,https://jovempan.com.br/noticias/brasil/inmet-alerta-para-tempestades-e-granizo-em-sao-paulo-minas-gerais-e-rio-de-janeiro.html
Joven Pan,Chuvas intensas no Rio Grande do Sul obrigam mais de 700 pessoas a deixarem suas residências,"Número de desalojados e desabrigados aumentou drasticamente, quase triplicando em apenas 24 horas, passando de 270 para 716",2024-09-27 20:05:00,https://jovempan.com.br/noticias/brasil/chuvas-intensas-no-rio-grande-do-sul-obrigam-mais-de-700-pessoas-a-deixarem-suas-residencias.html
Joven Pan,BNDES lança linha de crédito para produtores rurais atingidos por enchentes no Sul,"Cooperativas e cerealistas devem apresentar uma declaração que comprove a necessidade, comprometendo-se a destinar pelo menos 70% do montante para a quitação de dívidas de produtores",2024-09-27 06:02:02,https://jovempan.com.br/noticias/economia/bndes-lanca-linha-de-credito-para-produtores-rurais-atingidos-por-enchentes-no-sul.html
Joven Pan,Furacão Helene se intensifica para categoria 4 e atinge a Flórida,"Furacão Helene atinge categoria 4 com ventos de 215 km/h, causando chuvas intensas e cortes de energia na Flórida.",2024-09-26 23:04:02,https://jovempan.com.br/noticias/brasil/furacao-helene-se-intensifica-para-categoria-4-e-atinge-a-florida.html
Joven Pan,Tempestade no Rio Grande do Sul afeta mais de 16 mil pessoas e provoca situação de emergência,"Defesa Civil local informou que, até o momento, 260 indivíduos foram forçados a deixar suas residências, sendo 111 desabrigados e 149 desalojados",2024-09-26 23:00:01,https://jovempan.com.br/noticias/brasil/tempestade-no-rio-grande-do-sul-afeta-mais-de-16-mil-pessoas-e-provoca-situacao-de-emergencia.html
Joven Pan,São Paulo registra número recorde de queimadas em 2024,"Período mais intenso ocorreu entre os dias 22 e 24 de agosto, quando foram registrados 2.621 focos, sendo 1.886 apenas no dia 23",2024-09-23 12:02:01,https://jovempan.com.br/noticias/brasil/sao-paulo-registra-numero-recorde-de-queimadas-em-2024.html
Joven Pan,"‘Se eventos como as queimadas forem recorrentes, será necessário orçamento próprio’, diz Haddad","Ministro defendeu ainda a importância de o mundo encontrar uma solução global para o problema, afirmando que ele ‘não tem fronteiras’",2024-09-23 08:03:01,https://jovempan.com.br/noticias/brasil/se-eventos-como-as-queimadas-forem-recorrentes-sera-necessario-orcamento-proprio-diz-haddad.html
Joven Pan,Aneel alerta sobre aumento nas tarifas de energia devido à seca severa no Brasil,"Diretor-geral da empresa, Sandoval Feitosa, destacou que 2023 foi o ano mais quente já registrado e que 2024 pode superar esse recorde",2024-09-21 10:00:00,https://jovempan.com.br/noticias/brasil/aneel-alerta-sobre-aumento-nas-tarifas-de-energia-devido-a-seca-severa-no-brasil.html
Joven Pan,Distrito Federal enfrenta a pior seca dos últimos 20 Anos,"Inmet emitiu alertas sobre o risco elevado de incêndios florestais, uma consequência direta da seca prolongada",2024-09-20 23:05:05,https://jovempan.com.br/noticias/brasil/distrito-federal-enfrenta-a-pior-seca-dos-ultimos-20-anos.html
Joven Pan,Marina diz em reunião com governadores que produtores têm ‘prejuízo enorme’ com queimadas,"Ministra apresentou dados sobre as queimadas no país, mas disse que os números ainda serão atualizados",2024-09-20 09:05:09,https://jovempan.com.br/noticias/brasil/marina-diz-em-reuniao-com-governadores-que-produtores-tem-prejuizo-enorme-com-queimadas.html
Joven Pan,ONS considera volta do horário de verão no Brasil devido à seca e ao aumento do consumo de energia,"Alexandre Silveira, ministro de Minas e Energia, ressaltou que a reimplementação do horário de verão poderia ajudar especialmente no início da noite, quando a produção de energia solar e eólica tende a cair",2024-09-19 18:01:09,https://jovempan.com.br/noticias/brasil/ons-considera-volta-do-horario-de-verao-no-brasil-devido-a-seca-e-ao-aumento-do-consumo-de-energia.html
Joven Pan,Dino diz que data para fim de processo sobre queimadas depende de cumprimento das decisões do STF,O ministro afirmou que a atuação do Judiciário no tema é ‘um caminho facilitador das articulações institucionais e federativas para cumprimento da decisão do Supremo’,2024-09-19 12:02:05,https://jovempan.com.br/noticias/brasil/dino-diz-que-data-para-fim-de-processo-sobre-queimadas-depende-de-cumprimento-das-decisoes-do-stf.html
Joven Pan,"Sede da COP30, Pará decreta situação de emergência por causa das queimadas","Evento promovido pela Organização das Nações Unidas (ONU) será utilizado para debater justamente os incêndios e a seca, entre outros fenômenos climáticos",2024-09-18 14:01:02,https://jovempan.com.br/noticias/brasil/sede-da-cop30-para-decreta-situacao-de-emergencia-por-causa-das-queimadas.html
Joven Pan,Terra Indígena Karipuna de Rondônia tem cenário de incêndio e seca,Indígenas percebem invasores em seu território e entorno pegar fogo,2024-09-18 13:04:04,https://jovempan.com.br/noticias/brasil/terra-indigena-karipuna-de-rondonia-tem-cenario-de-incendio-e-seca.html
Joven Pan,Queimadas na Amazônia: emissões de CO2 aumentam 60% em comparação ao ano anterior,Instituto de Pesquisa Ambiental da Amazônia (Ipam) revelou que 40% das emissões foram originadas da vegetação florestal,2024-09-17 14:02:00,https://jovempan.com.br/noticias/brasil/queimadas-na-amazonia-emissoes-de-co2-aumentam-60-em-comparacao-ao-ano-anterior.html
Joven Pan,"‘Sinto que há sensibilidade de parte do Congresso com situação das queimadas’, diz Marina",Marina Silva disse que o governo federal tem buscado envolver autoridades de órgãos como o Tribunal de Contas da União (TCU) e o Ministério Público Federal (MPF),2024-09-17 09:05:07,https://jovempan.com.br/noticias/brasil/sinto-que-ha-sensibilidade-de-parte-do-congresso-com-situacao-das-queimadas-diz-marina.html
Joven Pan,Cidades no Brasil estão sem chuvas há mais de cem dias,Semana começou com a passagem de uma frente fria sobre áreas das regiões Centro e Sul do Brasil,2024-09-17 08:05:01,https://jovempan.com.br/programas/jornal-da-manha/cidades-no-brasil-estao-sem-chuvas-ha-mais-de-cem-dias.html
Joven Pan,"Mesmo com reforço de água, Cantareira vive seca de moderada a severa","A faixa de alerta começa quando o sistema opera abaixo de 40%; no fim de agosto, o volume útil total era de 57%, enquanto no fechamento de julho estava com 62%",2024-09-16 09:02:01,https://jovempan.com.br/noticias/brasil/mesmo-com-reforco-de-agua-cantareira-vive-seca-de-moderada-a-severa.html
Joven Pan,SUS reforça apoio a estados afetados pela queimadas,"Nesta segunda-feira (16), o presidente se reunirá com a ministra do Meio Ambiente, Marina Silva, para discutir mais ações frente à emergência climática que o país vive",2024-09-16 09:01:05,https://jovempan.com.br/noticias/brasil/sus-reforca-apoio-a-estados-afetados-pela-queimadas.html
Joven Pan,"Inmet emite alerta de risco de tempestade para os Estados de Santa Catarina, Paraná, São Paulo e Mato Grosso do Sul","Há possibilidade de chuvas de 30 a 60 mm/h, ventos de até 100 km/h e queda de granizo, o que pode causar corte de energia, estragos em plantações, queda de árvores e alagamentos",2024-09-14 16:05:07,https://jovempan.com.br/noticias/brasil/inmet-emite-alerta-de-risco-de-tempestade-para-os-estados-de-santa-catarina-parana-sao-paulo-e-mato-grosso-do-sul.html
Joven Pan,Metade dos helicópteros da PM é usada para combate às queimadas no Estado de São Paulo,"Desde 8 de agosto até 12 de setembro, foram empregados 14 aeronaves, de um total de 29, em 56 cidades",2024-09-14 14:00:05,https://jovempan.com.br/noticias/brasil/metade-dos-helicopteros-da-pm-e-usada-para-combate-as-queimadas-no-estado-de-sao-paulo.html
Joven Pan,Chuva preta atinge municípios de Santa Catarina,"Defesa Civil orienta a população a tomar cuidados especiais, pois fenômeno pode conter substâncias tóxicas e perigosas para a saúde, principalmente respiratórias",2024-09-14 08:05:03,https://jovempan.com.br/programas/jornal-da-manha/chuva-preta-atinge-municipios-de-santa-catarina.html
Joven Pan,"Por mais efetivo no combate às queimadas, Tarcísio paga extra para bombeiros de folga","Governador de São Paulo estuda medidas para ampliar frente de combate; nesta sexta-feira (13), ele se reúne com Marina Silva e Nídia Trindade",2024-09-13 10:02:00,https://jovempan.com.br/noticias/brasil/por-mais-efetivo-no-combate-a-queimadas-tarcisio-paga-extra-para-bombeiros-de-folga.html
Joven Pan,Queimadas no Brasil podem causar ‘chuva preta’ em quatro estados,"Desde o dia 11 deste mês, a cidade de São Paulo, por exemplo, tem enfrentado episódios de ‘chuva’ de fuligem, especialmente na Zona Oeste",2024-09-13 06:04:03,https://jovempan.com.br/noticias/brasil/queimadas-no-brasil-podem-causar-chuva-preta-em-quatro-estados.html
Joven Pan,"Com queimadas recentes, sudoeste da Amazônia se torna região com maior emissão de gases do mundo","Região registra 82 mil focos de incêndio em 2023, com aumento alarmante e impacto significativo no clima e na biodiversidade local",2024-09-13 05:03:05,https://jovempan.com.br/noticias/brasil/com-queimadas-recentes-sudoeste-da-amazonia-se-torna-regiao-com-maior-emissao-de-gases-do-mundo.html
Joven Pan,Agosto foi o mês mais devastador para o clima com metade da área queimada no Brasil em 2024,"País viveu uma onda de incêndios no último mês, que resultou em uma área queimada de 56.516 km²; há indícios de que queimadas podem se intensificar em setembro",2024-09-12 21:04:03,https://jovempan.com.br/noticias/brasil/agosto-foi-o-mes-mais-devastador-para-o-clima-com-metade-da-area-queimada-no-brasil-em-2024.html
Joven Pan,Crise hídrica atinge cidades do interior paulista com mais de 150 dias sem chuvas,"São José do Rio Preto, por exemplo, desde 12 de abril não registrou precipitações relevantes, e entre 1º de janeiro e 11 de outubro, a quantidade de precipitação acumulada foi de apenas 635,5 mm",2024-09-11 20:05:07,https://jovempan.com.br/noticias/brasil/crise-hidrica-atinge-cidades-do-interior-paulista-com-mais-de-150-dias-sem-chuvas.html
Joven Pan,Crise hídrica afeta 25 Estados do Brasil que sofrem com seca severas e queimadas,"Estiagem afeta diretamente a agricultura e a pecuária, com cerca de 900 mil hectares impactados por queimadas",2024-09-11 16:05:02,https://jovempan.com.br/noticias/brasil/crise-hidrica-afeta-25-estados-do-brasil-que-sofrem-com-seca-severas-e-queimadas.html
Joven Pan,Cidades do Rio Grande do Sul registram ‘chuva preta’ por causa de queimadas,"A fumaça proveniente de incêndios florestais tem afetado diversas áreas do Rio Grande do Sul, especialmente nas regiões norte e centro-oeste do Estado; uma frente fria se aproxima, o que pode causar temporais",2024-09-11 16:03:07,https://jovempan.com.br/noticias/brasil/cidades-do-rio-grande-do-sul-registram-chuva-preta-por-causa-de-queimadas.html
Joven Pan,"‘Não podemos criminalizar o agricultor pela seca que está acontecendo’, diz Carlos Augustin",Cinquenta representações diplomáticas estão se reunindo nesta semana em Mato Grosso para o encontro do Grupo de Trabalho da Agricultura do G20,2024-09-11 11:03:02,https://jovempan.com.br/noticias/brasil/nao-podemos-criminalizar-o-agricultor-pela-seca-que-esta-acontecendo-diz-carlos-augustin.html
Joven Pan,Lula anuncia criação de autoridade climática e implementa medidas para combater seca no Amazonas,"A ministra do Meio Ambiente, Marina Silva, enfatizou que as queimadas já devastaram 1,1 milhão de hectares de florestas primárias, situação que pode piorar caso mudanças climáticas sigam de forma agressiva",2024-09-11 05:05:05,https://jovempan.com.br/noticias/brasil/lula-anuncia-criacao-de-autoridade-climatica-e-implementa-medidas-para-combater-seca-no-amazonas.html
Joven Pan,Queimadas no Rio de Janeiro atingem maior número desde 2017,"Somente em setembro, foram identificados 55 incêndios florestais",2024-09-10 23:00:07,https://jovempan.com.br/noticias/brasil/queimadas-no-rio-de-janeiro-atingem-maior-numero-desde-2017.html
Joven Pan,Sistemas de abastecimento do Rio de Janeiro entram em estado de alerta devido à seca,"Embora o Sistema Imunana-Laranjal esteja operando em sua capacidade total, a ausência de precipitações pode levar a uma redução na captação",2024-09-10 20:01:07,https://jovempan.com.br/noticias/brasil/sistemas-de-abastecimento-do-rio-de-janeiro-entram-em-estado-de-alerta-devido-a-seca.html
Joven Pan,Lula afirma que muitas queimadas são propositais e são feitas em propriedades privadas,"Fala foi durante visita na Amazônia, na região de Tefé, nesta terça-feira (10)",2024-09-10 16:00:02,https://jovempan.com.br/noticias/brasil/lula-afirma-que-muitas-queimadas-sao-propositais-e-sao-feitas-em-propriedades-privadas.html
Joven Pan,Aulas no Acre são suspensas devido às queimadas que prejudicaram a qualidade do ar,"Medida visa preservar a saúde e o bem-estar dos estudantes, professores e demais profissionais da educação",2024-09-05 17:00:08,https://jovempan.com.br/noticias/brasil/aulas-no-acre-sao-suspensas-devido-as-queimadas-que-prejudicaram-a-qualidade-do-ar.html
Joven Pan,Seca histórica deixa cidades brasileiras com níveis de umidade comparáveis aos de deserto; mais de mil estão em alerta,"As áreas afetadas registram uma ‘umidade relativa do ar abaixo de 12%’, disse o Inmet em um relatório, que descreveu a situação como de ‘grande perigo’",2024-09-04 19:03:08,https://jovempan.com.br/noticias/brasil/seca-historica-deixa-cidades-brasileiras-com-niveis-de-umidade-comparaveis-aos-de-deserto-mais-de-mil-estao-em-alerta.html
Joven Pan,"Brasil registra mais de 68 mil focos de queimadas em agosto, pior resultado em 14 anos","Ainda segundo o levantamento de dados do Instituto Nacional de Pesquisas Espaciais (Inpe), mais de 80% desses focos ocorreram na Amazônia e no Cerrado",2024-09-03 06:05:04,https://jovempan.com.br/noticias/brasil/brasil-registra-mais-de-68-mil-focos-de-queimadas-em-agosto-pior-resultado-em-14-anos.html
Joven Pan,Falta de chuva segue causando baixa umidade do ar no Brasil,"Qualidade do ar está em condição de emergência, especialmente do Sul do Mato Grosso ao interior de São Paulo",2024-08-29 08:03:00,https://jovempan.com.br/programas/jornal-da-manha/falta-de-chuva-segue-causando-baixa-umidade-do-ar-no-brasil.html
Joven Pan,Queimada destrói 80% da cana do Instituto Agronômico de Ribeirão Preto,Perda de 120 dos 150 hectares de plantação deve provocar entre um e dois anos de atraso nas pesquisas que estavam em andamento,2024-08-28 18:05:08,https://jovempan.com.br/noticias/brasil/queimada-destroi-80-da-cana-do-instituto-agronomico-de-ribeirao-preto.html
Joven Pan,Tarcísio de Freitas diz que São Paulo avança em medidas preventivas para evitar novas queimadas,"O governador frisou ainda que, graças à mobilização no Estado, os focos de incêndio, que chegaram a 2,7 mil na quinta, foram totalmente neutralizados na segunda-feira (2), impedindo que os prejuízos fossem maiores",2024-08-28 15:05:01,https://jovempan.com.br/noticias/brasil/tarcisio-de-freitas-diz-que-sao-paulo-avanca-em-medidas-preventivas-para-evitar-novas-queimadas.html
Joven Pan,Pará decreta situação de emergência e proíbe queimadas no Estado,"Governo adotou medida após aumento no número de focos de incêndio nos últimos meses; ‘situação de urgência que precisa ser contida’, disse Helder Barbalho, governador do Estado",2024-08-28 06:03:07,https://jovempan.com.br/noticias/brasil/para-decreta-situacao-de-emergencia-e-proibe-queimadas-no-estado.html
Joven Pan,Secas e queimadas fazem atendimentos devido à má qualidade do ar aumentar até 60%,"Diretora do Departamento de Saúde do Trabalhador do Ministério da Saúde, Agnes Soares, reforça importância de manter a hidratação",2024-08-26 20:02:00,https://jovempan.com.br/noticias/brasil/secas-e-queimadas-fazem-atendimentos-devido-a-ma-qualidade-do-ar-aumentar-ate-60.html
